college_name,branch,category,year,round,cutoff,college_type,city
"Government Polytechnic, Murtijapur",Dress Designing and Garment Manufacturing,TFWS,2023,3,45.12,Government,Murtijapur
"Government Polytechnic, Murtijapur",Dress Designing and Garment Manufacturing,TFWS,2024,1,48.57,Government,Murtijapur
"Government Polytechnic, Murtijapur",Dress Designing and Garment Manufacturing,TFWS,2024,2,44.32,Government,Murtijapur
"Government Polytechnic, Murtijapur",Dress Designing and Garment Manufacturing,TFWS,2024,3,43.85,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OPEN,2023,1,59.75,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OPEN,2023,2,56.3,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OPEN,2023,3,52.79,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OPEN,2024,1,61.39,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OPEN,2024,2,58.63,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OPEN,2024,3,56.1,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,SC,2023,1,50.2,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,SC,2023,2,46.12,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,SC,2023,3,44.31,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,SC,2024,1,52.78,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,SC,2024,2,46.22,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,SC,2024,3,46.07,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,ST,2023,1,46.96,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,ST,2023,2,45.42,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,ST,2023,3,45.53,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,ST,2024,1,49.57,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,ST,2024,2,46.82,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,ST,2024,3,41.55,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,VJ,2023,1,51.54,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,VJ,2023,2,48.84,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,VJ,2023,3,49.37,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,VJ,2024,1,50.94,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,VJ,2024,2,49.41,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,VJ,2024,3,46.9,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,NT,2023,1,53.21,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,NT,2023,2,47.36,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,NT,2023,3,45.61,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,NT,2024,1,52.77,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,NT,2024,2,49.35,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,NT,2024,3,45.51,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OBC,2023,1,52.17,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OBC,2023,2,51.34,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OBC,2023,3,44.55,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OBC,2024,1,53.6,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OBC,2024,2,49.26,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,OBC,2024,3,50.39,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,EWS,2023,1,51.61,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,EWS,2023,2,50.8,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,EWS,2023,3,49.94,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,EWS,2024,1,59.43,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,EWS,2024,2,53.35,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,EWS,2024,3,49.55,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,TFWS,2023,1,61.29,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,TFWS,2023,2,51.76,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,TFWS,2023,3,47.38,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,TFWS,2024,1,60.14,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,TFWS,2024,2,55.29,Government,Murtijapur
"Government Polytechnic, Murtijapur",Food Technology,TFWS,2024,3,51.29,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OPEN,2023,1,85.8,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OPEN,2023,2,80.65,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OPEN,2023,3,74.81,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OPEN,2024,1,84.35,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OPEN,2024,2,84.31,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OPEN,2024,3,79.52,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,SC,2023,1,71.52,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,SC,2023,2,71.83,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,SC,2023,3,62.41,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,SC,2024,1,70.82,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,SC,2024,2,68.8,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,SC,2024,3,66.4,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,ST,2023,1,70.52,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,ST,2023,2,66.05,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,ST,2023,3,63.74,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,ST,2024,1,69.63,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,ST,2024,2,71.42,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,ST,2024,3,64.76,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,VJ,2023,1,75.64,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,VJ,2023,2,70.43,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,VJ,2023,3,66.98,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,VJ,2024,1,76.75,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,VJ,2024,2,72.73,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,VJ,2024,3,69.34,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,NT,2023,1,76.07,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,NT,2023,2,70.13,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,NT,2023,3,67.49,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,NT,2024,1,75.43,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,NT,2024,2,74.71,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,NT,2024,3,66.7,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OBC,2023,1,79.54,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OBC,2023,2,72.06,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OBC,2023,3,65.49,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OBC,2024,1,78.48,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OBC,2024,2,72.95,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,OBC,2024,3,72.08,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,EWS,2023,1,78.86,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,EWS,2023,2,75.26,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,EWS,2023,3,68.37,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,EWS,2024,1,81.66,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,EWS,2024,2,73.59,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,EWS,2024,3,71.14,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,TFWS,2023,1,85.9,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,TFWS,2023,2,81.73,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,TFWS,2023,3,76.79,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,TFWS,2024,1,84.98,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,TFWS,2024,2,82.47,Government,Murtijapur
"Government Polytechnic, Murtijapur",Computer Technology,TFWS,2024,3,78.21,Government,Murtijapur
Government Polytechnic,Computer Engineering,OPEN,2023,1,85.96,Government,Unknown
Government Polytechnic,Computer Engineering,OPEN,2023,2,86.87,Government,Unknown
Government Polytechnic,Computer Engineering,OPEN,2023,3,81.21,Government,Unknown
Government Polytechnic,Computer Engineering,OPEN,2024,1,90.49,Government,Unknown
Government Polytechnic,Computer Engineering,OPEN,2024,2,86.43,Government,Unknown
Government Polytechnic,Computer Engineering,OPEN,2024,3,82.25,Government,Unknown
Government Polytechnic,Computer Engineering,SC,2023,1,70.95,Government,Unknown
Government Polytechnic,Computer Engineering,SC,2023,2,70.79,Government,Unknown
Government Polytechnic,Computer Engineering,SC,2023,3,66.17,Government,Unknown
Government Polytechnic,Computer Engineering,SC,2024,1,75.28,Government,Unknown
Government Polytechnic,Computer Engineering,SC,2024,2,72.86,Government,Unknown
Government Polytechnic,Computer Engineering,SC,2024,3,73.15,Government,Unknown
Government Polytechnic,Computer Engineering,ST,2023,1,74.55,Government,Unknown
Government Polytechnic,Computer Engineering,ST,2023,2,68.47,Government,Unknown
Government Polytechnic,Computer Engineering,ST,2023,3,67.09,Government,Unknown
Government Polytechnic,Computer Engineering,ST,2024,1,78.27,Government,Unknown
Government Polytechnic,Computer Engineering,ST,2024,2,73.55,Government,Unknown
Government Polytechnic,Computer Engineering,ST,2024,3,68.04,Government,Unknown
Government Polytechnic,Computer Engineering,VJ,2023,1,75.51,Government,Unknown
Government Polytechnic,Computer Engineering,VJ,2023,2,74.36,Government,Unknown
Government Polytechnic,Computer Engineering,VJ,2023,3,69.91,Government,Unknown
Government Polytechnic,Computer Engineering,VJ,2024,1,80.9,Government,Unknown
Government Polytechnic,Computer Engineering,VJ,2024,2,76.42,Government,Unknown
Government Polytechnic,Computer Engineering,VJ,2024,3,73.3,Government,Unknown
Government Polytechnic,Computer Engineering,NT,2023,1,75.73,Government,Unknown
Government Polytechnic,Computer Engineering,NT,2023,2,75.6,Government,Unknown
Government Polytechnic,Computer Engineering,NT,2023,3,69.52,Government,Unknown
Government Polytechnic,Computer Engineering,NT,2024,1,83.26,Government,Unknown
Government Polytechnic,Computer Engineering,NT,2024,2,73.77,Government,Unknown
Government Polytechnic,Computer Engineering,NT,2024,3,74.67,Government,Unknown
Government Polytechnic,Computer Engineering,OBC,2023,1,79.85,Government,Unknown
Government Polytechnic,Computer Engineering,OBC,2023,2,74.18,Government,Unknown
Government Polytechnic,Computer Engineering,OBC,2023,3,70.54,Government,Unknown
Government Polytechnic,Computer Engineering,OBC,2024,1,81.19,Government,Unknown
Government Polytechnic,Computer Engineering,OBC,2024,2,78.59,Government,Unknown
Government Polytechnic,Computer Engineering,OBC,2024,3,74.7,Government,Unknown
Government Polytechnic,Computer Engineering,EWS,2023,1,82.72,Government,Unknown
Government Polytechnic,Computer Engineering,EWS,2023,2,79.62,Government,Unknown
Government Polytechnic,Computer Engineering,EWS,2023,3,79.76,Government,Unknown
Government Polytechnic,Computer Engineering,EWS,2024,1,89.84,Government,Unknown
Government Polytechnic,Computer Engineering,EWS,2024,2,82.93,Government,Unknown
Government Polytechnic,Computer Engineering,EWS,2024,3,77.82,Government,Unknown
Government Polytechnic,Computer Engineering,TFWS,2023,1,88.52,Government,Unknown
Government Polytechnic,Computer Engineering,TFWS,2023,2,85.09,Government,Unknown
Government Polytechnic,Computer Engineering,TFWS,2023,3,77.41,Government,Unknown
Government Polytechnic,Computer Engineering,TFWS,2024,1,90.41,Government,Unknown
Government Polytechnic,Computer Engineering,TFWS,2024,2,83.04,Government,Unknown
Government Polytechnic,Computer Engineering,TFWS,2024,3,82.63,Government,Unknown
Government Polytechnic,Information Technology,OPEN,2023,1,85.89,Government,Unknown
Government Polytechnic,Information Technology,OPEN,2023,2,79.4,Government,Unknown
Government Polytechnic,Information Technology,OPEN,2023,3,79.29,Government,Unknown
Government Polytechnic,Information Technology,OPEN,2024,1,84.69,Government,Unknown
Government Polytechnic,Information Technology,OPEN,2024,2,79.85,Government,Unknown
Government Polytechnic,Information Technology,OPEN,2024,3,78.87,Government,Unknown
Government Polytechnic,Information Technology,SC,2023,1,74.0,Government,Unknown
Government Polytechnic,Information Technology,SC,2023,2,71.68,Government,Unknown
Government Polytechnic,Information Technology,SC,2023,3,63.8,Government,Unknown
Government Polytechnic,Information Technology,SC,2024,1,76.23,Government,Unknown
Government Polytechnic,Information Technology,SC,2024,2,70.29,Government,Unknown
Government Polytechnic,Information Technology,SC,2024,3,66.32,Government,Unknown
Government Polytechnic,Information Technology,ST,2023,1,71.99,Government,Unknown
Government Polytechnic,Information Technology,ST,2023,2,68.01,Government,Unknown
Government Polytechnic,Information Technology,ST,2023,3,60.04,Government,Unknown
Government Polytechnic,Information Technology,ST,2024,1,75.28,Government,Unknown
Government Polytechnic,Information Technology,ST,2024,2,71.47,Government,Unknown
Government Polytechnic,Information Technology,ST,2024,3,63.84,Government,Unknown
Government Polytechnic,Information Technology,VJ,2023,1,74.39,Government,Unknown
Government Polytechnic,Information Technology,VJ,2023,2,70.91,Government,Unknown
Government Polytechnic,Information Technology,VJ,2023,3,66.76,Government,Unknown
Government Polytechnic,Information Technology,VJ,2024,1,74.71,Government,Unknown
Government Polytechnic,Information Technology,VJ,2024,2,70.68,Government,Unknown
Government Polytechnic,Information Technology,VJ,2024,3,68.18,Government,Unknown
Government Polytechnic,Information Technology,NT,2023,1,75.95,Government,Unknown
Government Polytechnic,Information Technology,NT,2023,2,71.01,Government,Unknown
Government Polytechnic,Information Technology,NT,2023,3,65.5,Government,Unknown
Government Polytechnic,Information Technology,NT,2024,1,77.35,Government,Unknown
Government Polytechnic,Information Technology,NT,2024,2,66.32,Government,Unknown
Government Polytechnic,Information Technology,NT,2024,3,70.53,Government,Unknown
Government Polytechnic,Information Technology,OBC,2023,1,72.66,Government,Unknown
Government Polytechnic,Information Technology,OBC,2023,2,71.61,Government,Unknown
Government Polytechnic,Information Technology,OBC,2023,3,66.29,Government,Unknown
Government Polytechnic,Information Technology,OBC,2024,1,75.84,Government,Unknown
Government Polytechnic,Information Technology,OBC,2024,2,76.83,Government,Unknown
Government Polytechnic,Information Technology,OBC,2024,3,69.65,Government,Unknown
Government Polytechnic,Information Technology,EWS,2023,1,81.06,Government,Unknown
Government Polytechnic,Information Technology,EWS,2023,2,76.26,Government,Unknown
Government Polytechnic,Information Technology,EWS,2023,3,73.29,Government,Unknown
Government Polytechnic,Information Technology,EWS,2024,1,82.94,Government,Unknown
Government Polytechnic,Information Technology,EWS,2024,2,76.08,Government,Unknown
Government Polytechnic,Information Technology,EWS,2024,3,76.5,Government,Unknown
Government Polytechnic,Information Technology,TFWS,2023,1,83.61,Government,Unknown
Government Polytechnic,Information Technology,TFWS,2023,2,77.26,Government,Unknown
Government Polytechnic,Information Technology,TFWS,2023,3,75.28,Government,Unknown
Government Polytechnic,Information Technology,TFWS,2024,1,90.14,Government,Unknown
Government Polytechnic,Information Technology,TFWS,2024,2,84.48,Government,Unknown
Government Polytechnic,Information Technology,TFWS,2024,3,77.73,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OPEN,2023,1,80.22,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OPEN,2023,2,76.23,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OPEN,2023,3,76.98,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OPEN,2024,1,84.11,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OPEN,2024,2,80.04,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OPEN,2024,3,77.08,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,SC,2023,1,69.26,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,SC,2023,2,64.83,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,SC,2023,3,61.51,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,SC,2024,1,70.7,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,SC,2024,2,67.23,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,SC,2024,3,65.22,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,ST,2023,1,67.27,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,ST,2023,2,65.27,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,ST,2023,3,60.29,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,ST,2024,1,69.34,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,ST,2024,2,61.72,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,ST,2024,3,64.09,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,VJ,2023,1,71.1,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,VJ,2023,2,68.88,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,VJ,2023,3,57.57,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,VJ,2024,1,76.69,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,VJ,2024,2,68.61,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,VJ,2024,3,67.48,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,NT,2023,1,68.32,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,NT,2023,2,68.11,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,NT,2023,3,61.26,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,NT,2024,1,71.27,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,NT,2024,2,72.72,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,NT,2024,3,64.88,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OBC,2023,1,73.26,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OBC,2023,2,70.93,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OBC,2023,3,66.54,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OBC,2024,1,75.32,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OBC,2024,2,71.99,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,OBC,2024,3,72.32,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,EWS,2023,1,76.76,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,EWS,2023,2,73.43,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,EWS,2023,3,71.29,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,EWS,2024,1,81.39,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,EWS,2024,2,77.6,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,EWS,2024,3,72.54,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,TFWS,2023,1,78.64,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,TFWS,2023,2,80.14,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,TFWS,2023,3,70.54,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,TFWS,2024,1,83.96,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,TFWS,2024,2,77.67,Government,Unknown
Government Polytechnic,Electronics and Telecommunication,TFWS,2024,3,74.89,Government,Unknown
Government Polytechnic,Electrical Engineering,OPEN,2023,1,74.22,Government,Unknown
Government Polytechnic,Electrical Engineering,OPEN,2023,2,70.53,Government,Unknown
Government Polytechnic,Electrical Engineering,OPEN,2023,3,67.05,Government,Unknown
Government Polytechnic,Electrical Engineering,OPEN,2024,1,79.0,Government,Unknown
Government Polytechnic,Electrical Engineering,OPEN,2024,2,72.89,Government,Unknown
Government Polytechnic,Electrical Engineering,OPEN,2024,3,67.71,Government,Unknown
Government Polytechnic,Electrical Engineering,SC,2023,1,64.46,Government,Unknown
Government Polytechnic,Electrical Engineering,SC,2023,2,61.78,Government,Unknown
Government Polytechnic,Electrical Engineering,SC,2023,3,53.82,Government,Unknown
Government Polytechnic,Electrical Engineering,SC,2024,1,65.6,Government,Unknown
Government Polytechnic,Electrical Engineering,SC,2024,2,62.59,Government,Unknown
Government Polytechnic,Electrical Engineering,SC,2024,3,57.37,Government,Unknown
Government Polytechnic,Electrical Engineering,ST,2023,1,63.81,Government,Unknown
Government Polytechnic,Electrical Engineering,ST,2023,2,57.71,Government,Unknown
Government Polytechnic,Electrical Engineering,ST,2023,3,55.2,Government,Unknown
Government Polytechnic,Electrical Engineering,ST,2024,1,62.55,Government,Unknown
Government Polytechnic,Electrical Engineering,ST,2024,2,59.78,Government,Unknown
Government Polytechnic,Electrical Engineering,ST,2024,3,54.41,Government,Unknown
Government Polytechnic,Electrical Engineering,VJ,2023,1,61.12,Government,Unknown
Government Polytechnic,Electrical Engineering,VJ,2023,2,63.99,Government,Unknown
Government Polytechnic,Electrical Engineering,VJ,2023,3,55.91,Government,Unknown
Government Polytechnic,Electrical Engineering,VJ,2024,1,63.94,Government,Unknown
Government Polytechnic,Electrical Engineering,VJ,2024,2,58.32,Government,Unknown
Government Polytechnic,Electrical Engineering,VJ,2024,3,58.05,Government,Unknown
Government Polytechnic,Electrical Engineering,NT,2023,1,61.36,Government,Unknown
Government Polytechnic,Electrical Engineering,NT,2023,2,64.09,Government,Unknown
Government Polytechnic,Electrical Engineering,NT,2023,3,59.62,Government,Unknown
Government Polytechnic,Electrical Engineering,NT,2024,1,64.55,Government,Unknown
Government Polytechnic,Electrical Engineering,NT,2024,2,67.13,Government,Unknown
Government Polytechnic,Electrical Engineering,NT,2024,3,61.29,Government,Unknown
Government Polytechnic,Electrical Engineering,OBC,2023,1,65.56,Government,Unknown
Government Polytechnic,Electrical Engineering,OBC,2023,2,57.9,Government,Unknown
Government Polytechnic,Electrical Engineering,OBC,2023,3,64.17,Government,Unknown
Government Polytechnic,Electrical Engineering,OBC,2024,1,65.42,Government,Unknown
Government Polytechnic,Electrical Engineering,OBC,2024,2,61.49,Government,Unknown
Government Polytechnic,Electrical Engineering,OBC,2024,3,63.42,Government,Unknown
Government Polytechnic,Electrical Engineering,EWS,2023,1,74.77,Government,Unknown
Government Polytechnic,Electrical Engineering,EWS,2023,2,69.16,Government,Unknown
Government Polytechnic,Electrical Engineering,EWS,2023,3,64.03,Government,Unknown
Government Polytechnic,Electrical Engineering,EWS,2024,1,73.17,Government,Unknown
Government Polytechnic,Electrical Engineering,EWS,2024,2,70.09,Government,Unknown
Government Polytechnic,Electrical Engineering,EWS,2024,3,66.3,Government,Unknown
Government Polytechnic,Electrical Engineering,TFWS,2023,1,74.13,Government,Unknown
Government Polytechnic,Electrical Engineering,TFWS,2023,2,70.1,Government,Unknown
Government Polytechnic,Electrical Engineering,TFWS,2023,3,66.08,Government,Unknown
Government Polytechnic,Electrical Engineering,TFWS,2024,1,74.26,Government,Unknown
Government Polytechnic,Electrical Engineering,TFWS,2024,2,71.42,Government,Unknown
Government Polytechnic,Electrical Engineering,TFWS,2024,3,64.81,Government,Unknown
Government Polytechnic,Mechanical Engineering,OPEN,2023,1,69.69,Government,Unknown
Government Polytechnic,Mechanical Engineering,OPEN,2023,2,64.42,Government,Unknown
Government Polytechnic,Mechanical Engineering,OPEN,2023,3,60.69,Government,Unknown
Government Polytechnic,Mechanical Engineering,OPEN,2024,1,72.34,Government,Unknown
Government Polytechnic,Mechanical Engineering,OPEN,2024,2,71.17,Government,Unknown
Government Polytechnic,Mechanical Engineering,OPEN,2024,3,66.62,Government,Unknown
Government Polytechnic,Mechanical Engineering,SC,2023,1,56.26,Government,Unknown
Government Polytechnic,Mechanical Engineering,SC,2023,2,54.45,Government,Unknown
Government Polytechnic,Mechanical Engineering,SC,2023,3,55.35,Government,Unknown
Government Polytechnic,Mechanical Engineering,SC,2024,1,59.22,Government,Unknown
Government Polytechnic,Mechanical Engineering,SC,2024,2,57.68,Government,Unknown
Government Polytechnic,Mechanical Engineering,SC,2024,3,56.17,Government,Unknown
Government Polytechnic,Mechanical Engineering,ST,2023,1,56.07,Government,Unknown
Government Polytechnic,Mechanical Engineering,ST,2023,2,55.32,Government,Unknown
Government Polytechnic,Mechanical Engineering,ST,2023,3,49.54,Government,Unknown
Government Polytechnic,Mechanical Engineering,ST,2024,1,58.54,Government,Unknown
Government Polytechnic,Mechanical Engineering,ST,2024,2,57.4,Government,Unknown
Government Polytechnic,Mechanical Engineering,ST,2024,3,50.59,Government,Unknown
Government Polytechnic,Mechanical Engineering,VJ,2023,1,61.68,Government,Unknown
Government Polytechnic,Mechanical Engineering,VJ,2023,2,57.72,Government,Unknown
Government Polytechnic,Mechanical Engineering,VJ,2023,3,55.83,Government,Unknown
Government Polytechnic,Mechanical Engineering,VJ,2024,1,63.07,Government,Unknown
Government Polytechnic,Mechanical Engineering,VJ,2024,2,62.22,Government,Unknown
Government Polytechnic,Mechanical Engineering,VJ,2024,3,56.61,Government,Unknown
Government Polytechnic,Mechanical Engineering,NT,2023,1,59.94,Government,Unknown
Government Polytechnic,Mechanical Engineering,NT,2023,2,58.01,Government,Unknown
Government Polytechnic,Mechanical Engineering,NT,2023,3,55.81,Government,Unknown
Government Polytechnic,Mechanical Engineering,NT,2024,1,62.72,Government,Unknown
Government Polytechnic,Mechanical Engineering,NT,2024,2,59.58,Government,Unknown
Government Polytechnic,Mechanical Engineering,NT,2024,3,54.96,Government,Unknown
Government Polytechnic,Mechanical Engineering,OBC,2023,1,61.57,Government,Unknown
Government Polytechnic,Mechanical Engineering,OBC,2023,2,56.95,Government,Unknown
Government Polytechnic,Mechanical Engineering,OBC,2023,3,60.11,Government,Unknown
Government Polytechnic,Mechanical Engineering,OBC,2024,1,62.3,Government,Unknown
Government Polytechnic,Mechanical Engineering,OBC,2024,2,60.16,Government,Unknown
Government Polytechnic,Mechanical Engineering,OBC,2024,3,56.87,Government,Unknown
Government Polytechnic,Mechanical Engineering,EWS,2023,1,68.18,Government,Unknown
Government Polytechnic,Mechanical Engineering,EWS,2023,2,62.48,Government,Unknown
Government Polytechnic,Mechanical Engineering,EWS,2023,3,62.25,Government,Unknown
Government Polytechnic,Mechanical Engineering,EWS,2024,1,67.04,Government,Unknown
Government Polytechnic,Mechanical Engineering,EWS,2024,2,65.52,Government,Unknown
Government Polytechnic,Mechanical Engineering,EWS,2024,3,59.88,Government,Unknown
Government Polytechnic,Mechanical Engineering,TFWS,2023,1,74.18,Government,Unknown
Government Polytechnic,Mechanical Engineering,TFWS,2023,2,64.02,Government,Unknown
Government Polytechnic,Mechanical Engineering,TFWS,2023,3,63.52,Government,Unknown
Government Polytechnic,Mechanical Engineering,TFWS,2024,1,73.25,Government,Unknown
Government Polytechnic,Mechanical Engineering,TFWS,2024,2,69.21,Government,Unknown
